iter	Passed	Remaining
406	5953	8673
407	5966	8657
408	5980	8641
409	5994	8625
410	6010	8612
411	6022	8595
412	6036	8580
413	6049	8563
414	6062	8546
415	6076	8530
416	6089	8513
417	6102	8497
418	6115	8480
419	6129	8464
420	6143	8448
421	6156	8432
422	6170	8416
423	6183	8400
424	6198	8386
425	6212	8370
426	6229	8359
427	6253	8357
428	6266	8340
429	6280	8325
430	6294	8310
431	6309	8296
432	6322	8279
433	6334	8261
434	6348	8246
435	6361	8229
436	6374	8213
437	6388	8197
438	6403	8183
439	6416	8166
440	6442	8166
441	6466	8164
442	6484	8153
443	6498	8137
444	6512	8121
445	6525	8105
446	6538	8089
447	6555	8076
448	6568	8061
449	6582	8045
450	6596	8029
451	6608	8012
452	6621	7995
453	6634	7978
454	6648	7963
455	6659	7944
456	6676	7933
457	6691	7918
458	6704	7902
459	6718	7886
460	6732	7871
461	6746	7856
462	6759	7840
463	6773	7824
464	6788	7810
465	6801	7793
466	6814	7778
467	6827	7761
468	6841	7745
469	6855	7730
470	6868	7714
471	6883	7699
472	6895	7682
473	6909	7668
474	6924	7653
475	6938	7638
476	6952	7623
477	6965	7606
478	6977	7589
479	6990	7573
480	7024	7579
481	7055	7582
482	7088	7587
483	7105	7574
484	7124	7565
485	7137	7548
486	7153	7535
487	7170	7522
488	7192	7516
489	7205	7499
490	7226	7491
491	7239	7474
492	7254	7460
493	7267	7444
494	7281	7428
495	7294	7412
496	7308	7396
497	7322	7381
498	7335	7364
499	7348	7348
500	7361	7332
501	7376	7317
502	7389	7301
503	7402	7285
504	7415	7268
505	7428	7251
506	7445	7240
507	7476	7241
508	7489	7224
509	7504	7209
510	7518	7194
511	7534	7180
512	7547	7164
513	7561	7149
514	7576	7134
515	7589	7119
516	7603	7103
517	7617	7088
518	7632	7073
519	7647	7059
520	7661	7043
521	7675	7028
522	7687	7010
523	7701	6996
524	7714	6979
525	7727	6963
526	7740	6947
527	7753	6930
528	7766	6914
529	7778	6898
530	7791	6881
531	7805	6866
532	7819	6850
533	7832	6835
534	7846	6820
535	7861	6805
536	7874	6789
537	7888	6774
538	7900	6757
539	7915	6742
540	7928	6726
541	7940	6710
542	7954	6694
543	7967	6678
544	7980	6662
545	7994	6647
546	8007	6631
547	8019	6614
548	8032	6598
549	8046	6583
550	8060	6568
551	8074	6553
552	8087	6537
553	8101	6522
554	8115	6507
555	8128	6491
556	8142	6476
557	8156	6460
558	8171	6446
559	8187	6432
560	8202	6418
561	8216	6403
562	8229	6387
563	8243	6372
564	8257	6357
565	8271	6342
566	8284	6326
567	8298	6311
568	8312	6296
569	8325	6280
570	8338	6265
571	8352	6249
572	8365	6234
573	8380	6219
574	8392	6203
575	8407	6188
576	8421	6173
577	8438	6160
578	8456	6148
579	8473	6135
580	8498	6129
581	8514	6115
582	8527	6099
583	8542	6084
584	8556	6069
585	8569	6054
586	8583	6039
587	8597	6023
588	8610	6008
589	8626	5994
590	8640	5979
591	8653	5964
592	8667	5948
593	8681	5933
594	8694	5917
595	8708	5903
596	8721	5887
597	8738	5874
598	8753	5859
599	8766	5844
600	8780	5829
601	8793	5813
602	8811	5801
603	8829	5788
604	8845	5775
605	8860	5760
606	8874	5745
607	8888	5730
608	8902	5715
609	8914	5699
610	8927	5683
611	8939	5667
612	8953	5652
613	8967	5637
614	8981	5622
615	8995	5607
616	9008	5591
617	9021	5576
618	9035	5561
619	9049	5546
620	9062	5531
621	9075	5515
622	9087	5499
623	9100	5483
624	9113	5467
625	9127	5453
626	9140	5437
627	9153	5422
628	9166	5406
629	9180	5391
630	9194	5376
631	9209	5362
632	9223	5347
633	9236	5332
634	9250	5316
635	9264	5302
636	9278	5287
637	9292	5272
638	9305	5257
639	9319	5242
640	9332	5226
641	9346	5211
642	9360	5197
643	9375	5182
644	9388	5167
645	9401	5152
646	9415	5136
647	9438	5126
648	9451	5111
649	9464	5096
650	9478	5081
651	9495	5067
652	9508	5052
653	9521	5037
654	9536	5023
655	9556	5011
656	9570	4996
657	9584	4981
658	9599	4967
659	9612	4952
660	9625	4936
661	9640	4922
662	9653	4906
663	9666	4891
664	9680	4876
665	9692	4861
666	9707	4846
667	9720	4831
668	9733	4816
669	9746	4800
670	9760	4785
671	9773	4770
672	9792	4758
673	9806	4743
674	9819	4728
675	9844	4718
676	9859	4704
677	9873	4689
678	9887	4674
679	9901	4659
680	9920	4647
681	9953	4640
682	9983	4633
683	10013	4626
684	10042	4618
685	10070	4609
686	10103	4603
687	10132	4594
688	10163	4587
689	10200	4583
690	10232	4575
691	10264	4568
692	10295	4560
693	10324	4552
694	10358	4545
695	10393	4539
696	10427	4533
697	10455	4523
698	10485	4515
699	10518	4508
700	10547	4498
701	10582	4492
702	10611	4483
703	10645	4475
704	10675	4467
705	10711	4460
706	10746	4453
707	10777	4444
708	10804	4434
709	10850	4431
710	10896	4429
711	10926	4419
712	10954	4409
713	10984	4399
714	11014	4390
715	11044	4380
716	11077	4372
717	11109	4363
718	11140	4354
719	11173	4345
720	11208	4337
721	11237	4326
722	11272	4318
723	11307	4310
724	11342	4302
725	11375	4293
726	11406	4283
727	11435	4272
728	11474	4265
729	11504	4254
730	11538	4246
731	11568	4235
732	11602	4226
733	11632	4215
734	11662	4204
735	11693	4194
736	11726	4184
737	11756	4173
738	11783	4161
739	11814	4150
740	11840	4138
741	11874	4129
742	11905	4117
743	11933	4106
744	11966	4096
745	12002	4086
746	12049	4081
747	12087	4072
748	12117	4060
749	12151	4050
750	12185	4040
751	12220	4030
752	12252	4019
753	12284	4007
754	12317	3996
755	12351	3986
756	12381	3974
757	12411	3962
758	12443	3951
759	12473	3938
760	12508	3928
761	12543	3917
762	12577	3906
763	12612	3895
764	12644	3884
765	12675	3872
766	12704	3859
767	12744	3849
768	12775	3837
769	12806	3825
770	12839	3813
771	12869	3800
772	12900	3788
773	12932	3776
774	12966	3764
775	12996	3751
776	13030	3739
777	13059	3726
778	13092	3714
779	13134	3704
780	13163	3691
781	13197	3679
782	13229	3666
783	13261	3653
784	13288	3639
785	13317	3625
786	13361	3616
787	13396	3604
788	13427	3590
789	13464	3579
790	13491	3564
791	13518	3550
792	13552	3537
793	13582	3523
794	13617	3511
795	13633	3494
796	13658	3478
797	13671	3460
798	13684	3442
799	13699	3424
800	13710	3406
801	13724	3388
802	13737	3370
803	13750	3352
804	13764	3334
805	13777	3316
806	13793	3298
807	13806	3280
808	13820	3262
809	13833	3244
810	13846	3226
811	13859	3208
812	13872	3190
813	13885	3172
814	13899	3155
815	13912	3137
816	13926	3119
817	13938	3101
818	13952	3083
819	13967	3065
820	13980	3048
821	13994	3030
822	14008	3012
823	14022	2995
824	14038	2977
825	14051	2959
826	14064	2942
827	14077	2924
828	14091	2906
829	14104	2888
830	14117	2871
831	14131	2853
832	14144	2835
833	14158	2818
834	14172	2800
835	14185	2782
836	14198	2765
837	14211	2747
838	14224	2729
839	14237	2711
840	14251	2694
841	14265	2676
842	14280	2659
843	14294	2642
844	14309	2624
845	14339	2610
846	14364	2594
847	14392	2579
848	14418	2564
849	14449	2549
850	14480	2535
851	14498	2518
852	14524	2503
853	14559	2489
854	14593	2474
855	14629	2461
856	14662	2446
857	14690	2431
858	14715	2415
859	14742	2399
860	14761	2383
861	14775	2365
862	14788	2347
863	14802	2329
864	14816	2312
865	14831	2294
866	14845	2277
867	14858	2259
868	14872	2242
869	14886	2224
870	14900	2206
871	14913	2189
872	14927	2171
873	14940	2153
874	14953	2136
875	14967	2118
876	14980	2101
877	14994	2083
878	15007	2065
879	15021	2048
880	15035	2030
881	15048	2013
882	15062	1995
883	15076	1978
884	15089	1960
885	15103	1943
886	15116	1925
887	15130	1908
888	15143	1890
889	15157	1873
890	15170	1855
891	15183	1838
892	15197	1820
893	15210	1803
894	15224	1786
895	15237	1768
896	15250	1751
897	15263	1733
898	15275	1716
899	15291	1699
900	15304	1681
901	15318	1664
902	15331	1646
903	15344	1629
904	15361	1612
905	15379	1595
906	15392	1578
907	15406	1561
908	15419	1543
909	15432	1526
910	15447	1509
911	15461	1491
912	15475	1474
913	15488	1457
914	15502	1440
915	15516	1422
916	15531	1405
917	15546	1388
918	15562	1371
919	15576	1354
920	15590	1337
921	15603	1320
922	15618	1302
923	15632	1285
924	15645	1268
925	15660	1251
926	15672	1234
927	15686	1217
928	15697	1199
929	15711	1182
930	15725	1165
931	15741	1148
932	15765	1132
933	15780	1115
934	15792	1097
935	15806	1080
936	15820	1063
937	15831	1046
938	15844	1029
939	15858	1012
940	15871	995
941	15884	978
942	15898	960
943	15911	943
944	15925	926
945	15938	909
946	15952	892
947	15964	875
948	15977	858
949	15991	841
950	16004	824
951	16016	807
952	16030	790
953	16044	773
954	16058	756
955	16071	739
956	16096	723
957	16111	706
958	16124	689
959	16138	672
960	16153	655
961	16167	638
962	16180	621
963	16193	604
964	16207	587
965	16220	570
966	16247	554
967	16263	537
968	16276	520
969	16289	503
970	16303	486
971	16317	470
972	16331	453
973	16349	436
974	16366	419
975	16379	402
976	16393	385
977	16406	369
978	16419	352
979	16433	335
980	16447	318
981	16461	301
982	16474	284
983	16487	268
984	16505	251
985	16535	234
986	16563	218
987	16579	201
988	16591	184
989	16619	167
990	16661	151
991	16708	134
992	16746	118
993	16786	101
994	16836	84
995	16892	67
996	16952	51
997	16990	34
998	17028	17
999	17058	0
